question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-MATH-REQ034-REASS-004","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","case_study","4","4","FRESH_REASSESSMENT","","A windscreen wiper blade sweeps a sector of a circle of radius 28 cm through an angle of 90 degrees on each stroke. Take pi as 22/7.  Find the total area cleaned by two such wiper blades in one stroke each.","","1232 cm^2","One blade cleans (90/360) x 22/7 x 784 = 616 cm^2, so two blades clean 1232 cm^2.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ034-REASS-005","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","short_answer","4","4","FRESH_REASSESSMENT","","A chord of a circle of radius 14 cm subtends a right angle at the centre. Find the area of the minor segment. Take pi as 22/7.","","56 cm^2","The quadrant area is 154 cm^2 and the triangle area is (1/2) x 14 x 14 = 98 cm^2, so the segment area is 56 cm^2.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ034-REASS-006","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","short_answer","3","3","FRESH_REASSESSMENT","","Find the perimeter of a sector of radius 21 cm with central angle 60 degrees. Take pi as 22/7.","","64 cm","The arc is 22 cm and the two radii add 42 cm, so the perimeter is 64 cm.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ034-REASS-007","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","3","3","FRESH_REASSESSMENT","","Two sectors are cut from card, with pi taken as 22/7: | Sector | Radius | Central angle | | S1 | 7 cm | 120 degrees | | S2 | 21 cm | 30 degrees |  Which sector has the greater area, and what is that area?","","S2, with an area of 115.5 cm^2","S1 has area (120/360) x 22/7 x 49 = 51.33 cm^2 and S2 has area (30/360) x 22/7 x 441 = 115.5 cm^2, so S2 is larger.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ034-REASS-008","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): Doubling the radius of a sector while keeping the central angle fixed multiplies its area by four. Reason (R): The area of a sector varies as the square of the radius for a fixed central angle. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","The formula (theta/360) x pi r^2 is quadratic in r, so doubling r multiplies the area by 2^2 = 4.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ034-REASS-009","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","true_false","2","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: The major segment of a circle always has a larger area than the minor segment cut off by the same chord.","True | False","True","The chord splits the disc into two parts, and by definition the major segment is the larger of the two.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ034-REASS-010","Mathematics","Mensuration","Areas Related to Circles","Areas of Sector and Segment of a Circle","LO_M11.1.1","Calculate arc lengths, areas of sectors, and areas of segments of circles.","REQ_MATH_2026_034 | REQ_MATH_2026_035","Maths_SecP1X_2026-27.pdf Page 5","mcq","3","1","FRESH_REASSESSMENT","","A sector of a circle of radius 6 cm has area 9.42 cm^2. Taking pi as 3.14, its central angle is","90 degrees | 30 degrees | 45 degrees | 60 degrees","30 degrees","Solving (theta/360) x 3.14 x 36 = 9.42 gives theta = 30 degrees.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-DIAG-001","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","3","DIAGNOSTIC","","Find the volume of a solid hemisphere of radius 3.5 cm. Take pi as 22/7.","","89.83 cm^3","The volume is (2/3) x 22/7 x 3.5^3 = 89.83 cm^3 to two decimal places.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-DIAG-002","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","2","DIAGNOSTIC","","Find the volume of a right circular cone of base radius 3 cm and height 4 cm. Take pi as 3.14.","","37.68 cm^3","The volume is (1/3) x 3.14 x 9 x 4 = 37.68 cm^3.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-DIAG-003","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","mcq","2","1","DIAGNOSTIC","","The surface area of a sphere of radius 7 cm, taking pi as 22/7, is","1232 cm^2 | 616 cm^2 | 154 cm^2 | 308 cm^2","616 cm^2","The surface area is 4 x 22/7 x 49 = 616 cm^2.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-DIAG-004","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","case_study","4","4","DIAGNOSTIC","","A wooden toy is made by mounting a cone of height 4 cm exactly on the flat face of a hemisphere of the same radius 3 cm. Take pi as 3.14.  Find the total volume of the toy.","","94.2 cm^3","The cone contributes 37.68 cm^3 and the hemisphere contributes (2/3) x 3.14 x 27 = 56.52 cm^3, giving 94.2 cm^3 in total.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ036-DIAG-005","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","2","DIAGNOSTIC","","Find the curved surface area of a cylinder of radius 7 cm and height 10 cm. Take pi as 22/7.","","440 cm^2","The curved surface area is 2 x 22/7 x 7 x 10 = 440 cm^2.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-DIAG-006","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","assertion_reason","3","1","DIAGNOSTIC","","Assertion (A): When two solids are joined, the total surface area is generally less than the sum of their separate surface areas. Reason (R): The surfaces in contact at the join are no longer exposed. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","The joined faces are hidden inside the composite solid, so their areas are excluded from the total surface area.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ036-DIAG-007","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","true_false","2","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: When a solid is recast into another shape, its volume remains unchanged if no material is lost.","True | False","True","Recasting only changes shape, so the amount of material and therefore the volume is conserved.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ036-REASS-001","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","3","FRESH_REASSESSMENT","","Find the volume of a sphere of radius 21 cm. Take pi as 22/7.","","38808 cm^3","The volume is (4/3) x 22/7 x 9261 = 38808 cm^3.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-REASS-002","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","3","3","FRESH_REASSESSMENT","","A cone has base radius 5 cm and height 12 cm. Find its curved surface area. Take pi as 3.14.","","204.1 cm^2","The slant height is root(25 + 144) = 13 cm, so the curved surface area is 3.14 x 5 x 13 = 204.1 cm^2.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-REASS-003","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","mcq","2","1","FRESH_REASSESSMENT","","The total surface area of a solid hemisphere of radius 7 cm, taking pi as 22/7, is","154 cm^2 | 616 cm^2 | 462 cm^2 | 308 cm^2","462 cm^2","The total surface area is 3 x 22/7 x 49 = 462 cm^2, being the curved surface plus the flat circular face.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-REASS-004","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","case_study","4","4","FRESH_REASSESSMENT","","A medicine capsule is shaped as a cylinder of length 9 mm with a hemisphere of the same radius 2.5 mm attached at each end. Take pi as 3.14.  Find the total volume of the capsule.","","242.04 mm^3","The cylinder holds 3.14 x 6.25 x 9 = 176.63 mm^3 and the two hemispheres together form a sphere of volume (4/3) x 3.14 x 15.625 = 65.42 mm^3, giving about 242.04 mm^3.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ036-REASS-005","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","4","4","FRESH_REASSESSMENT","","A solid metallic sphere of radius 6 cm is melted and recast into a right circular cylinder of base radius 4 cm. Find the height of the cylinder.","","18 cm","Volume is conserved, so (4/3) pi 216 = pi 16 h, giving 288 = 16h and h = 18 cm.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-REASS-006","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","2","FRESH_REASSESSMENT","","Find the volume of a cylinder of radius 3.5 cm and height 8 cm. Take pi as 22/7.","","308 cm^3","The volume is 22/7 x 12.25 x 8 = 308 cm^3.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ036-REASS-007","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","3","3","FRESH_REASSESSMENT","","Two containers are compared, with pi taken as 3.14: | Container | Shape | Dimensions | | C1 | Cylinder | radius 5 cm, height 10 cm | | C2 | Cone | radius 5 cm, height 10 cm |  How many times the volume of C2 is the volume of C1?","","3 times","The cone volume is one third of the cylinder volume for the same base and height, so C1 holds three times as much.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ036-REASS-008","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): Doubling the radius of a sphere multiplies its volume by eight. Reason (R): The volume of a sphere varies as the cube of its radius. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Since V = (4/3) pi r^3, replacing r by 2r multiplies the volume by 2^3 = 8.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ036-REASS-009","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","true_false","2","1","FRESH_REASSESSMENT","","State whether the following is true or false, and justify in one line: When a hemisphere is fixed on the flat top of a cylinder of the same radius, the flat circular face of the cylinder is still counted in the total surface area.","True | False","False","That face is covered by the hemisphere, so it is no longer an exposed surface and is excluded.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ036-REASS-010","Mathematics","Mensuration","Surface Areas and Volumes","Surface Area and Volume of Combinations of Solids","LO_M12.1.1","Determine surface areas and volumes of combinations of basic 3D solids (cubes, cuboids, spheres, hemispheres, cylinders, cones).","REQ_MATH_2026_036","Maths_SecP1X_2026-27.pdf Page 5","mcq","3","1","FRESH_REASSESSMENT","","A solid sphere of the largest possible size is carved from a cube of edge 14 cm. The radius of the sphere is","14 cm | 10.5 cm | 3.5 cm | 7 cm","7 cm","The largest inscribed sphere has diameter equal to the edge of the cube, so its radius is 14/2 = 7 cm.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-DIAG-001","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","3","3","DIAGNOSTIC","","Marks obtained by 20 students: | Class | Frequency | | 0-10 | 4 | | 10-20 | 6 | | 20-30 | 7 | | 30-40 | 3 |  Find the mean marks using the direct method.","","19.5","The class marks are 5, 15, 25 and 35, so the sum of f x is 20 + 90 + 175 + 105 = 390 and the mean is 390/20 = 19.5.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ037-DIAG-002","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","2","DIAGNOSTIC","","For a moderately skewed distribution the mean is 30 and the median is 28. Estimate the mode using the empirical relationship.","","24","The empirical relationship gives Mode = 3 x Median - 2 x Mean = 84 - 60 = 24.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-DIAG-003","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","mcq","1","1","DIAGNOSTIC","","The class mark of the class interval 25-35 is","10 | 30 | 25 | 35","30","The class mark is the average of the limits, (25 + 35)/2 = 30.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-DIAG-004","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","3","3","DIAGNOSTIC","","A grouped distribution of 40 observations: | Class | Frequency | | 0-10 | 5 | | 10-20 | 12 | | 20-30 | 15 | | 30-40 | 8 |  Identify the median class and state the cumulative frequency just before it.","","The median class is 20-30, with a preceding cumulative frequency of 17","Half of 40 is 20. The cumulative frequencies are 5, 17, 32 and 40, so the class where the cumulative frequency first reaches 20 is 20-30 and the frequency before it is 17.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ037-DIAG-005","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","short_answer","4","4","DIAGNOSTIC","","In a grouped distribution the modal class is 30-40 with frequency 25, the preceding class has frequency 12 and the following class has frequency 10. The class width is 10. Find the mode.","","34.64","Mode = l + ((f1 - f0)/(2 f1 - f0 - f2)) x h = 30 + (13/28) x 10 = 34.64 to two decimal places.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-DIAG-006","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","assertion_reason","2","1","DIAGNOSTIC","","Assertion (A): The median of grouped data can be obtained without knowing the individual observations. Reason (R): The median formula for grouped data uses only the class boundaries, frequencies and cumulative frequencies. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Because the formula depends only on grouped quantities, the individual values are not required.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ037-DIAG-007","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","true_false","2","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: The mean of grouped data computed by the direct method and by the assumed mean method can differ.","True | False","False","Both methods are algebraically equivalent rearrangements, so they give the same mean apart from rounding.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ037-REASS-001","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","3","3","FRESH_REASSESSMENT","","Daily wages of 25 workers: | Class | Frequency | | 100-120 | 6 | | 120-140 | 9 | | 140-160 | 7 | | 160-180 | 3 |  Find the mean daily wage using class marks.","","135.6","The class marks are 110, 130, 150 and 170, giving sum f x = 660 + 1170 + 1050 + 510 = 3390 and mean 3390/25 = 135.6.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ037-REASS-002","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","short_answer","2","2","FRESH_REASSESSMENT","","The mode of a distribution is 45 and its mean is 42. Estimate the median using the empirical relationship.","","43","From Mode = 3 Median - 2 Mean, 45 = 3M - 84, so 3M = 129 and the median is 43.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-REASS-003","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","mcq","1","1","FRESH_REASSESSMENT","","The class mark of the interval 62-70 is","70 | 8 | 66 | 62","66","The class mark is (62 + 70)/2 = 66.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-REASS-004","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","data_interpretation","4","4","FRESH_REASSESSMENT","","A distribution of 50 observations: | Class | Frequency | | 0-20 | 8 | | 20-40 | 14 | | 40-60 | 18 | | 60-80 | 10 |  Find the median of the distribution.","","43.33","n/2 = 25, so the median class is 40-60 with cf before it 22, f = 18 and h = 20. The median is 40 + (3/18) x 20 = 43.33.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ037-REASS-005","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","short_answer","4","4","FRESH_REASSESSMENT","","The modal class of a distribution is 20-30 with frequency 30, the preceding frequency is 18 and the following frequency is 20. The class width is 10. Find the mode.","","25.45","Mode = 20 + (12/22) x 10 = 25.45 to two decimal places.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-REASS-006","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","short_answer","3","3","FRESH_REASSESSMENT","","Using an assumed mean of 25, the deviations d = x - 25 for classes with frequencies 4, 6, 5 and 5 are -20, -10, 0 and 10 respectively. Find the mean.","","20.5","Sum of f d = -80 - 60 + 0 + 50 = -90 and the total frequency is 20, so the mean is 25 - 4.5 = 20.5.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-REASS-007","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","mcq","2","1","FRESH_REASSESSMENT","","For a distribution of 60 observations, the median class is the class in which the cumulative frequency first reaches","60 | 15 | 45 | 30","30","The median class corresponds to n/2 = 30 observations.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ037-REASS-008","Mathematics","Statistics & Probability","Statistics","Mean, Median, and Mode of Grouped Data","LO_M13.1.1","Calculate Mean, Median, and Mode of grouped data and apply empirical relationship.","REQ_MATH_2026_037","Maths_SecP1X_2026-27.pdf Page 5","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): A grouped distribution can have more than one modal class. Reason (R): The modal class is the class with the greatest frequency. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","If two classes share the greatest frequency then both are modal, which is exactly what R permits.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
